key	value
QUEST_MAKIN_A_VILE_BLADE_DESCRIPTION	<color=cyan>Ou'veyay eenbay atyay ethay Escentcray Eepkay, ightray?</color> Astlay I'veyay eardhay, atthay aceplay isyay arminsway' ithway osethay illay' alitosis-riddenhay itterscray! E'reway otnay uresay atwhay otay allcay emyay', <color=cyan>osay eway ustjay allcay emyay' Outhsmay otay eepkay ingsthay implesay.</color>\n \nAybemay eway ancay akemay omethinsay' ustjay otay ivegay emthay ayay astetay ofyay eirthay ownyay eathbray! <color=yellow>Ingbray emay ayay Uderay Adeblay, 5 Outhmay Itterteethbay, 3 Imekslay Eyesyay, andyay 10 Eathgelday Orescay!</color> E'llway akemay atthay adeblay asyay ilevay asyay eythay areyay, unhay!\n \n<color=cyan>Ouyay ancay indfay ayay Uderay Adeblay inyay ethay Escentcray Eepkay, Imeksslay inyay ethay Effoldyay Erracetay, andyay Eathgelsday inyay ethay ormalnay Anctumsay Atacombscay!</color>\n \n
QUEST_MAKIN_A_VILE_BLADE_COMPLETE_RETURN_MESSAGE	Eturnray otay Allysay inyay Anctumsay.
QUEST_MAKIN_A_WIZWAND_NAME	Akinmay' ayay Izwandway
QUEST_MAKIN_A_WIZWAND_DESCRIPTION	<color=cyan>Ayay everyay eesay osethay angestray Izboarsway, unhay?</color> Osethay ellasfay alwaysyay ooklay osay appyhay. Elievebay emay oughthay, ey'rethay iciousvay illay' ingsthay!\n \nAybemay eway ancay uildbay ayay allersmay, utbay easieryay otay useyay epterscay atthay unctionsfay ikelay oneyay ofyay eirsthay, eahyay? <color=yellow>Ingbray emay 1 Izboarway Epterscay, 5 Ightwoodblay Icksstay andyay 5 Ightwoodblay Ogslay!</color> Ayay upyay otay ityay?\n
QUEST_MAKIN_A_WIZWAND_COMPLETE_RETURN_MESSAGE	Eturnray otay Allysay inyay Anctumsay.
QUEST_MAKIN_MORE_VILE_BLADES_NAME	Akinmay' Oremay Ilevay Adesblay
QUEST_MAKIN_MORE_VILE_BLADES_DESCRIPTION	<color=cyan>Eadyray otay akemay anotheryay Ilevay Adeblay?</color> Alrightyay!\n \n<color=yellow>Ingbray emay ayay Uderay Adeblay, 5 Outhmay Itterteethbay, 3 Imekslay Eyesyay, andyay 10 Eathgelday Orescay!</color>\n \n<color=cyan>Ouyay ancay indfay ayay Uderay Adeblay inyay ethay Escentcray Eepkay, Imeksslay inyay ethay Effoldyay Erracetay, andyay Eathgelsday inyay ethay ormalnay Anctumsay Atacombscay!</color>\n \n
QUEST_MAKIN_MORE_VILE_BLADES_COMPLETE_RETURN_MESSAGE	Eturnray otay Allysay inyay Anctumsay.
QUEST_MAKIN_MORE_WIZWANDS_NAME	Akinmay' Oremay Izwandsway
QUEST_MAKIN_MORE_WIZWANDS_DESCRIPTION	<color=cyan>Interestedyay inyay akinmay' anotheryay Izwandway?</color> Eway ancay oday atthay! It'llyay aketay ethay amesay amountyay ofyay uffstay, <i>uustjay</i> ettinlay' ayay owknay.\n \n<color=yellow>Ingbray emay 1 Izboarway Epterscay, 5 Ightwoodblay Icksstay andyay 5 Ightwoodblay Ogslay!</color> E'llway etgay ayay overedcay.\n \n
QUEST_MAKIN_MORE_WIZWANDS_COMPLETE_RETURN_MESSAGE	Eturnray otay Allysay inyay Anctumsay.
QUEST_MASTERY_OF_KATARS_NAME	Asterymay ofyay Atarskay
QUEST_MASTERY_OF_KATARS_DESCRIPTION	Hmyay! Ellway ouldn'tway ayay owknay? Iyay idn'tday inkthay' I'dyay ebay offeringyay uchsay ayay ingthay, utbay I'llyay etlay ouyay inyay onyay ityay. \n \nAyway ackbay enthay, Iyay asway alwaysyay ightinfay' otay ominateday inyay ethay usinessbay, akinmay' uresay ingsthay ereway ettingay' akentay arecay ofyay. <color=cyan>Inyay atthay imetay, Iyay usedyay ecialspay echniquestay usinyay' atarskay!</color> Arpshay illay' ingsthay, ableyay otay iceslay andyay ockknay outyay ompetitioncay inyay ayay eartbeathay!\n \nIfyay ou'dyay ebay interestedyay inyay owingknay omesay ofyay atthay illskay, Iyay ancay eachtay ayay! <color=yellow>Aketay isthay ollscray. It'llyay ivegay ayay ethay oostbay ou'dyay eednay otay ummelpay emthay untsray intoyay ethay irtday!</color>\n \n<color=yellow>Inyay asecay ayay annaway inkthay' ityay overyay icetway, I'myay alwaysyay erehay otay ivegay anotheryay ollscray ifyay ayay eednay ityay! Ustjay owknay atthay ethay ollscray illway anishvay ifyay ayay opdray ityay, ayay earhay?</color>
QUEST_MASTERY_OF_KATARS_COMPLETE_RETURN_MESSAGE	Eturnray otay Allysay inyay Anctumsay.
QUEST_TRIGGER_USEKATARSCROLL_PREFIX	Atarkay Asterymay Ollscray
QUEST_TRIGGER_USEKATARSCROLL_SUFFIX	eadray
QUEST_MASTERY_OF_RANGE_NAME	Asterymay ofyay Angeray
QUEST_MASTERY_OF_RANGE_DESCRIPTION	<color=cyan>Everyay oughtthay ou'dyay ebay interestedyay inyay ethay ow-howknay onyay usinyay' angedray eaponsway?</color> Ityay aymay omecay asyay ayay ockshay otay ouyay unhay, utbay Iyay owknay myyay ayway aroundyay usinyay' emyay andyay akintay' ownday ingsthay enwhay ethay objay eedsnay otay ebay oneday! Angedray eaponsway avehay eenbay ayay ifesaverlay orfay emay andyay myyay ewcray!\n \nIfyay ou'dyay ebay interestedyay inyay owingknay omesay ofyay atthay illskay, Iyay ancay eachtay ayay! <color=yellow>Aketay isthay ollscray. Earninlay' ityay ancay ivegay ouyay ethay abilityyay otay useyay angedray eaponsway atyay eirthay estbay otentialpay!</color>\n \n<color=yellow>Inyay asecay ayay annaway inkthay' ityay overyay icetway, I'myay alwaysyay erehay otay ivegay anotheryay ollscray ifyay ayay eednay ityay! Ustjay owknay atthay ethay ollscray illway anishvay ifyay ayay opdray ityay, ayay earhay?</color>
QUEST_MASTERY_OF_RANGE_COMPLETE_RETURN_MESSAGE	Eturnray otay Allysay inyay Anctumsay.
QUEST_TRIGGER_USERANGEDSCROLL_PREFIX	Angedray Asterymay Ollscray
QUEST_TRIGGER_USERANGEDSCROLL_SUFFIX	eadray
QUEST_MAKIN_A_GOLEM_CHESTPIECE_NAME	Akinmay' ayay Olemgay Estpiecechay
QUEST_MAKIN_A_GOLEM_CHESTPIECE_DESCRIPTION	<color=cyan>Emthay Olemsgay inyay Escentcray Eepkay areyay ongstray uggersbay!</color> Aybemay eway ancay aketay eirthay orescay andyay emsgay, akemay omethinsay' eatnay outtayay ityay! It'dyay ebay ayay estpiecechay, ayay ettypray ongstray oneyay ootay!\n \n<color=yellow>Ingbray onyay overyay 10 Olemgay Orescay, andyay 15 Olemgay Emsgay,</color> andyay e'llway etgay atthay estpiecechay ademay!\n
QUEST_MAKIN_A_GOLEM_CHESTPIECE_COMPLETE_RETURN_MESSAGE	Eturnray otay Allysay inyay Anctumsay.
QUEST_SUMMORE_GOLEM_CHESTPIECES_NAME	Ummoresay' Olemgay Estpieceschay
QUEST_SUMMORE_GOLEM_CHESTPIECES_DESCRIPTION	Ohyay? <color=cyan>Ookinlay' otay akemay anotheryay Olemgay Estpiecechay?</color> I'myay onnagay ebay eedinnay' ethay amesay aterialsmay orfay ityay enthay, unhay!\n \n<color=yellow>Ingbray onyay overyay 10 Olemgay Orescay andyay 15 Olemgay Emsgay,</color> andyay e'llway etgay atthay estpiecechay ademay!\n
QUEST_SUMMORE_GOLEM_CHESTPIECES_COMPLETE_RETURN_MESSAGE	Eturnray otay Allysay inyay Anctumsay.
QUEST_MAKIN_A_RAGESPEAR_NAME	Akinmay' ayay Agespearray
QUEST_MAKIN_A_RAGESPEAR_DESCRIPTION	Hmyay, epyay! Ayay ademay ayay Ekspearmay eforebay, Iyay ememberray! <color=cyan>Annaway aketay ityay otay ethay extnay evellay? Owy'knay, eway ouldcay...</color>\n \n<color=yellow>Eadhay onyay overyay otay Uultay Alleyvay, andyay anglewray emthay Ageboarsray orfay oneyay ofyay eirthay earsspay!</color> Ey'rethay ayay illay' oughertay anthay atwhay ou'veyay oughtfay eforebay, osay aystay ocusedfay, unhay!\n \n<color=yellow>I'llyay eednay omesay ellsludgehay orescay ootay, outbay' 15 ofyay emthay, otay eepkay ityay allyay ogethertay. Ey'rethay omfray emthay Ellsludgeshay inyay ethay ardesthay Anctumsay Atacombscay. Akemay uresay ayay otgay ayay Ekspearmay onyay andhay ootay!</color>
QUEST_MAKIN_A_RAGESPEAR_COMPLETE_RETURN_MESSAGE	Eturnray otay Allysay inyay Anctumsay.
QUEST_MAKIN_MORE_RAGESPEARS_NAME	Akinmay' Oremay Agespearsray
QUEST_MAKIN_MORE_RAGESPEARS_DESCRIPTION	<color=cyan>Ookinlay' otay akemay anotheryay Agespearray, unhay?</color> Alrightyay! Ere'shay atwhay e'reway onnagay' eednay:\n \n<color=yellow>1 Ekspearmay, 1 Ageboarray Earspay, andyay 15 Ellsludgehay Orescay!</color>\n \n<color=cyan>Ayay ancay indfay emthay Ageboarsray inyay Uultay Alleyvay, andyay Ellsludgeshay inyay ethay ardesthay Anctumsay Atacombscay.</color> Oodluckgay!
QUEST_MAKIN_MORE_RAGESPEARS_COMPLETE_RETURN_MESSAGE	Eturnray otay Allysay inyay Anctumsay.
QUEST_MAKIN_A_MONOLITH_CHESTPIECE_NAME	Akinmay' ayay Onolithmay Estpiecechay
QUEST_MAKIN_A_MONOLITH_CHESTPIECE_DESCRIPTION	<color=cyan>Illstay otgay atthay illay' Olemgay Estpiecechay eway ademay ayay ilewhay ackbay?</color> Emmelay elltay ayay, ere'sthay ayay ayway otay akemay ityay <i>evenyay etterbay!</i>\n \n<color=cyan>Inyay ethay Escentcray Ovegray, ere'sthay ayay uchmay, uchmay ongerstray etypay ofyay Olemgay atthay ellsdway erethay.</color> Eythay areyay omesay ealray astynay uggersbay!\n \nEt'slay akemay ayay ongstray estpiecechay outtayay eirthay aterialsmay! <color=yellow>Ingbray emay... ayay Olemgay Estpiecechay, 15 Onolithmay Orescay,  10 Onolithmay Emsgay, andyay astlylay, 5 Ursedcay Otesnay omfray emthay Arbunclescay inyay ethay Ovegray!</color>\n \n<i>Addyawhay aysay?</i>\n
QUEST_MAKIN_A_MONOLITH_CHESTPIECE_COMPLETE_RETURN_MESSAGE	Eturnray otay Allysay inyay Anctumsay.
QUEST_SUMMORE_MONOLITH_CHESTPIECES_NAME	Ummoresay' Onolithmay Estpieceschay
QUEST_SUMMORE_MONOLITH_CHESTPIECES_DESCRIPTION	Ahyay! Ookinlay' orfay anotheryay Onolithmay Estpiecechay, hmyay? Okayyay! Ere'shay atwhay e'llway eednay orfay ityay:\n \n <color=yellow>Ingbray emay... ayay Olemgay Estpiecechay, 15 Onolithmay Orescay,  10 Onolithmay Emsgay, andyay astlylay, 5 Ursedcay Otesnay omfray emthay Arbunclescay inyay ethay Ovegray!</color>\n \n<i>Addyawhay aysay?</i>\n
QUEST_SUMMORE_MONOLITH_CHESTPIECES_COMPLETE_RETURN_MESSAGE	Eturnray otay Allysay inyay Anctumsay.
QUEST_MAKIN_A_MEKSPEAR_NAME	Akinmay' ayay Ekspearmay
QUEST_MAKIN_A_MEKSPEAR_DESCRIPTION	Eyahay unhay'! <color=cyan>I'veyay eenbay inkinthay' ofyay omethinsay eway ouldcay akemay. Erhapspay omethinsay' ikelay ayay owerfulpay earspay!</color> Owy'knay, emthay Ekboarsmay ooklay ikelay eythay otgay omethinsay iercefay ithway emthay earsspay onyay eirthay illay' eadshay.\n \nOwhay outbay isthay, ivegay emay... aysay, <color=yellow>1 earspay omfray emthay Ekboarsmay, andyay 15 Imekslay Orescay otay eepkay ityay allyay ogethertay.</color> I'llyay akemay ayay icenay artisanpay orfay ayay inyay eturnray. Oundsay oodgay?\n
QUEST_MAKIN_A_MEKSPEAR_COMPLETE_RETURN_MESSAGE	Eturnray otay Allysay inyay Anctumsay.
QUEST_MAKIN_MORE_MEKSPEARS_NAME	Akinmay' Oremay Ekspearsmay
QUEST_MAKIN_MORE_MEKSPEARS_DESCRIPTION	<color=cyan>Ookinlay' otay akemay anotheryay Ekspearmay?</color> Ellway, alrightyay enthay!\n \nOwy'knay ethay illdray! I'llyay eednay... <color=yellow>1 earspay omfray emthay Ekboarsmay andyay 15 Imekslay Orescay otay eepkay ityay ogethertay,</color> andyay I'llyay akemay ayay icenay artisanpay orfay ayay inyay eturnray. Oundsay oodgay?\n
QUEST_MAKIN_MORE_MEKSPEARS_COMPLETE_RETURN_MESSAGE	Eturnray otay Allysay inyay Anctumsay.
CONDITION_BURN_NAME	Urnbay
CONDITION_BURN_1_DESCRIPTION	Urningbay.
CONDITION_COLD_NAME	Oldcay
CONDITION_COLD_1_DESCRIPTION	Aredsnay.
CONDITION_GASH_NAME	Ashgay
CONDITION_GASH_1_DESCRIPTION	Eedingblay 3 amageday everyyay 0.4 ecsay.
CONDITION_POISON_NAME	Oisonpay
CONDITION_POISON_1_DESCRIPTION	Oisonedpay.
CONDITION_VILEBLADE_POISON_NAME	Ilebladevay Oisonpay
CONDITION_VILEBLADE_POISON_1_DESCRIPTION	Oisonedpay.
CONDITION_WEAKENING_NAME	Eakeningway
CONDITION_WEAKENING_0_DESCRIPTION	Efenseday oweredlay byyay 5.
CONDITION_CYRO_SLOW_NAME	Ocyray Owslay
CONDITION_CYRO_SLOW_0_DESCRIPTION	Oldcay. Ovementmay owedslay ownday.
CONDITION_DEFENSE_POTION_NAME	Efenseday Otionpay
CONDITION_DEFENSE_POTION_0_DESCRIPTION	Efenseday increasedyay byyay 5.
CONDITION_DEFENSE_POTION_1_DESCRIPTION	Efenseday increasedyay byyay 10.
CONDITION_EVASION_POTION_NAME	Evasionyay Otionpay
CONDITION_EVASION_POTION_0_DESCRIPTION	Evasionyay increasedyay byyay 3%.
CONDITION_EVASION_POTION_1_DESCRIPTION	Evasionyay increasedyay byyay 5%.
CONDITION_EVASION_POTION_2_DESCRIPTION	Evasionyay increasedyay byyay 7%.
CONDITION_MGK_DEFENSE_POTION_NAME	Mgkyay. Efenseday Otionpay
CONDITION_MGK_DEFENSE_POTION_0_DESCRIPTION	Agicmay Efenseday increasedyay byyay 5.
CONDITION_MGK_DEFENSE_POTION_1_DESCRIPTION	Agicmay Efenseday increasedyay byyay 10.
CONDITION_REGENERATION_POTION_NAME	Egenerationray Otionpay
CONDITION_REGENERATION_POTION_0_DESCRIPTION	Egeneratingray 3 ealthhay.
CONDITION_REGENERATION_POTION_1_DESCRIPTION	Egeneratingray 8 ealthhay.
CONDITION_SPECTRAL_POWDER_NAME	Ectralspay Owderpay
CONDITION_SPECTRAL_POWDER_0_DESCRIPTION	Anishedvay. Ancelscay onyay attackyay, oryay ifyay ithay.
CONDITION_WISP_CURSE_NAME	Ispway Ursecay
CONDITION_WISP_CURSE_1_DESCRIPTION	Ecreasesday allyay owerpay atsstay byyay 2.
CONDITION_WISP_CURSE_2_DESCRIPTION	Ecreasesday allyay owerpay atsstay byyay 5.
CONDITION_WISP_CURSE_3_DESCRIPTION	Ecreasesday allyay owerpay atsstay byyay 10.
CONDITION_WISP_CURSE_4_DESCRIPTION	Iphonedsay orfay 5 ealthhay.
CONDITION_EXECUTE_NAME	Executeyay
CONDITION_EXECUTE_1_DESCRIPTION	
CONDITION_BOUNCE_NAME	Ouncebay
CONDITION_BOUNCE_1_DESCRIPTION	Evasionyay increasedyay byyay 100%.
CONDITION_DEVIOUS_SIGNET_NAME	Eviousday Ignetsay
CONDITION_DEVIOUS_SIGNET_1_DESCRIPTION	Evasionyay andyay iticalcray ikestray anceschay increasedyay byyay 5%. Axmay aminastay increasedyay byyay 5.
CONDITION_DEVIOUS_SIGNET_2_DESCRIPTION	Evasionyay andyay iticalcray ikestray anceschay increasedyay byyay 5%. Axmay aminastay increasedyay byyay 10.
CONDITION_DEVIOUS_SIGNET_3_DESCRIPTION	Evasionyay andyay iticalcray ikestray anceschay increasedyay byyay 10%. Axmay aminastay increasedyay byyay 10.
CONDITION_DEVIOUS_SIGNET_4_DESCRIPTION	Evasionyay andyay iticalcray ikestray anceschay increasedyay byyay 10%. Axmay aminastay increasedyay byyay 15.
CONDITION_DEVIOUS_SIGNET_5_DESCRIPTION	Evasionyay andyay iticalcray ikestray anceschay increasedyay byyay 15%. Axmay aminastay increasedyay byyay 15.
CONDITION_DEVIOUS_SIGNET_6_DESCRIPTION	Evasionyay andyay iticalcray ikestray anceschay increasedyay byyay 15%. Axmay aminastay increasedyay byyay 20.
CONDITION_KILLER_JAB_NAME	Illerkay Abjay
CONDITION_KILLER_JAB_1_DESCRIPTION	Efenseday ecreasedday byyay 10. Ovementmay eedspay ecreasedday byyay 20%.
CONDITION_MIST_VEIL_NAME	Istmay Eilvay
CONDITION_MIST_VEIL_1_DESCRIPTION	Antsgray invisibilityyay andyay ealshay 5 ealthhay everyyay 1.2 econdssay. Attackingyay illway emoveray ethay effectyay.
CONDITION_MIST_VEIL_2_DESCRIPTION	Antsgray invisibilityyay andyay ealshay 5 ealthhay everyyay 1.2 econdssay. Attackingyay illway emoveray ethay effectyay.
CONDITION_MIST_VEIL_3_DESCRIPTION	Antsgray invisibilityyay andyay ealshay 5 ealthhay everyyay 1.2 econdssay. Attackingyay illway emoveray ethay effectyay.
CONDITION_MIST_VEIL_4_DESCRIPTION	Antsgray invisibilityyay andyay ealshay 5 ealthhay everyyay 1.2 econdssay. Attackingyay illway emoveray ethay effectyay.
CONDITION_PAY_DAY_NAME	Aypay Ayday
CONDITION_PAY_DAY_1_DESCRIPTION	Unnedstay andyay uggedmay byyay ayay Anditbay.
CONDITION_PAY_DAY_2_DESCRIPTION	Unnedstay andyay uggedmay byyay ayay Anditbay.
CONDITION_PAY_DAY_3_DESCRIPTION	Unnedstay andyay uggedmay byyay ayay Anditbay.
CONDITION_PAY_DAY_4_DESCRIPTION	Unnedstay andyay uggedmay byyay ayay Anditbay.
CONDITION_VENOM_SHOT_NAME	Enomvay Otshay
CONDITION_VENOM_SHOT_1_DESCRIPTION	Oisonedpay. Efenseday ecreasedday byyay 3.
CONDITION_VENOM_SHOT_2_DESCRIPTION	Oisonedpay. Efenseday ecreasedday byyay 6.
CONDITION_VENOM_SHOT_3_DESCRIPTION	Oisonedpay. Efenseday ecreasedday byyay 9.
CONDITION_VENOM_SHOT_4_DESCRIPTION	Oisonedpay. Efenseday ecreasedday byyay 12.
CONDITION_VENOM_SHOT_5_DESCRIPTION	Oisonedpay. Efenseday ecreasedday byyay 15.
CONDITION_VENOM_SHOT_6_DESCRIPTION	Oisonedpay. Efenseday ecreasedday byyay 18.
CONDITION_BLOOD_GUSH_NAME	Oodblay Ushgay
CONDITION_BLOOD_GUSH_1_DESCRIPTION	Eedingblay.
CONDITION_BLOOD_GUSH_2_DESCRIPTION	Eedingblay.
CONDITION_BLOOD_GUSH_3_DESCRIPTION	Eedingblay.
CONDITION_BLOOD_GUSH_4_DESCRIPTION	Eedingblay.
CONDITION_LETHAL_STRIKE_NAME	Ethallay Ikestray
CONDITION_LETHAL_STRIKE_1_DESCRIPTION	Evasionyay increasedyay byyay 100%.
CONDITION_RAGE_NAME	Ageray
CONDITION_RAGE_1_DESCRIPTION	Allyay owerpay Atsstay increasedyay byyay <color=yellow>5.</color>
CONDITION_RAGE_2_DESCRIPTION	Allyay owerpay Atsstay increasedyay byyay <color=yellow>8.</color>
CONDITION_RAGE_3_DESCRIPTION	Allyay owerpay Atsstay increasedyay byyay <color=yellow>15.</color>
CONDITION_RAGE_4_DESCRIPTION	Allyay owerpay Atsstay increasedyay byyay <color=yellow>20.</color>
CONDITION_RAGE_5_DESCRIPTION	Allyay owerpay Atsstay increasedyay byyay <color=yellow>25.</color>
CONDITION_RAGE_6_DESCRIPTION	Allyay owerpay Atsstay increasedyay byyay <color=yellow>32.</color>
CONDITION_SHIELD_BASH_NAME	Ieldshay Ashbay
CONDITION_SHIELD_BASH_1_DESCRIPTION	Unnedstay.
CONDITION_SHIELD_BASH_2_DESCRIPTION	Unnedstay.
CONDITION_SHIELD_BASH_3_DESCRIPTION	Unnedstay.
CONDITION_SHIELD_BASH_4_DESCRIPTION	Unnedstay.
CONDITION_STOMP_NAME	Ompstay
CONDITION_STOMP_1_DESCRIPTION	Owedslay byyay 25%. Efenseday oweredlay byyay 15.
CONDITION_BLINK_NAME	Inkblay
CONDITION_BLINK_1_DESCRIPTION	Inkedblay.
CONDITION_CROSS_FLASH_NAME	Osscray Ashflay
CONDITION_CROSS_FLASH_1_DESCRIPTION	Ecreasesday Agicmay Efenseday byyay 5.
CONDITION_CROSS_FLASH_2_DESCRIPTION	Ecreasesday Agicmay Efenseday byyay 10.
CONDITION_CROSS_FLASH_3_DESCRIPTION	Ecreasesday Agicmay Efenseday byyay 15.
CONDITION_CROSS_FLASH_4_DESCRIPTION	Ecreasesday Agicmay Efenseday byyay 20.
CONDITION_FLUXSPEAR_NAME	Uxspearflay
CONDITION_FLUXSPEAR_1_DESCRIPTION	Unnedstay.
CONDITION_FLUXSPEAR_2_DESCRIPTION	Unnedstay.
CONDITION_FLUXSPEAR_3_DESCRIPTION	Unnedstay.
CONDITION_FLUXSPEAR_4_DESCRIPTION	Unnedstay.
CONDITION_IMBUE_NAME	Imbueyay
CONDITION_IMBUE_1_DESCRIPTION	Agicmay Owerpay increasedyay byyay 5, Agicmay Efenseday byyay 5, andyay Axmay Anamay increasedyay byyay 10.
CONDITION_IMBUE_2_DESCRIPTION	Agicmay Owerpay increasedyay byyay 10, Agicmay Efenseday byyay 5, andyay Axmay Anamay increasedyay byyay 10.
CONDITION_IMBUE_3_DESCRIPTION	Agicmay Owerpay increasedyay byyay 15, Agicmay Efenseday byyay 10, andyay Axmay Anamay increasedyay byyay 20.
CONDITION_IMBUE_4_DESCRIPTION	Agicmay Owerpay increasedyay byyay 20, Agicmay Efenseday byyay 10, andyay Axmay Anamay increasedyay byyay 20.
CONDITION_IMBUE_5_DESCRIPTION	Agicmay Owerpay increasedyay byyay 25, Agicmay Efenseday byyay 15, andyay Axmay Anamay increasedyay byyay 25.
CONDITION_PRISM_NAME	Ismpray
CONDITION_PRISM_1_DESCRIPTION	Absorbsyay upyay otay 10 amageday.
CONDITION_PRISM_2_DESCRIPTION	Absorbsyay upyay otay 20 amageday.
CONDITION_PRISM_3_DESCRIPTION	Absorbsyay upyay otay 30 amageday.
CONDITION_PRISM_4_DESCRIPTION	Absorbsyay upyay otay 40 amageday.
CONDITION_PRISM_5_DESCRIPTION	Absorbsyay upyay otay 50 amageday.
CONDITION_RESTORA_NAME	Estoraray
CONDITION_RESTORA_1_DESCRIPTION	Ealedhay byyay Estoraray.
CONDITION_ALACRITY_NAME	Alacrityyay
CONDITION_ALACRITY_1_DESCRIPTION	Ethay extnay illskay isyay instantyay ithway onay ostcay otay anamay, ealthhay oryay aminastay asedbay illsskay.
CONDITION_INNER_FOCUS_NAME	Inneryay Ocusfay
CONDITION_INNER_FOCUS_1_DESCRIPTION	Ethay extnay icalphysay oryay agicmay attackyay illway ebay ayay 100% itcray ancechay.
CONDITION_LEG_UP_NAME	Eglay Upyay
CONDITION_LEG_UP_1_DESCRIPTION	Ovementmay eedspay increasedyay byyay <color=yellow>20%.</color> Evasionyay increasedyay byyay <color=yellow>12%.</color>
CONDITION_LEG_UP_2_DESCRIPTION	Ovementmay eedspay increasedyay byyay <color=yellow>30%.</color> Evasionyay increasedyay byyay <color=yellow>14%.</color>
CONDITION_LEG_UP_3_DESCRIPTION	Ovementmay eedspay increasedyay byyay <color=yellow>40%.</color> Evasionyay increasedyay byyay <color=yellow>16%.</color>
CONDITION_RECALL_NAME	Ecallray
CONDITION_RECALL_0_DESCRIPTION	
CONDITION_RECOVERY_NAME	Ecoveryray
CONDITION_RECOVERY_1_DESCRIPTION	Ealshay <color=yellow>3</color> ealthhay everyyay 2 econdssay.
CONDITION_RECOVERY_2_DESCRIPTION	Ealshay <color=yellow>6</color> ealthhay everyyay 2 econdssay.
CONDITION_RECOVERY_3_DESCRIPTION	Ealshay <color=yellow>9</color> ealthhay everyyay 2 econdssay.
CONDITION_RECOVERY_4_DESCRIPTION	Ealshay <color=yellow>12</color> ealthhay everyyay 2 econdssay.
CONDITION_RECOVERY_5_DESCRIPTION	Ealshay <color=yellow>24%</color> ofyay axmay ealthhay everyyay 2 econdssay.
CONDITION_SIPHON_LEECH_NAME	Iphonsay Eechlay
CONDITION_SIPHON_LEECH_1_DESCRIPTION	Ealsday 3 iphoningsay amageday everyyay econdsay.
CONDITION_SIPHON_LEECH_2_DESCRIPTION	Ealsday 4 iphoningsay amageday everyyay econdsay.
CONDITION_SIPHON_LEECH_3_DESCRIPTION	Ealsday 5 iphoningsay amageday everyyay econdsay.
CONDITION_STURDY_NAME	Urdystay
CONDITION_STURDY_1_DESCRIPTION	Immuneyay otay ockbackknay. Autoyay arriespay incomingyay attacksyay.
CONDITION_STURDY_2_DESCRIPTION	Immuneyay otay ockbackknay. Autoyay arriespay incomingyay attacksyay.
CONDITION_STURDY_3_DESCRIPTION	Immuneyay otay ockbackknay. Autoyay arriespay incomingyay attacksyay.
STAT_MODIFIER_DIVINE_TAG	Ivineday
STAT_MODIFIER_EARTHEN_TAG	Earthenyay
STAT_MODIFIER_ELDRITCH_TAG	Eldritchyay
STAT_MODIFIER_ENERGETIC_TAG	Energeticyay
STAT_MODIFIER_GUARDIAN_TAG	Uardiangay
STAT_MODIFIER_KILLER_TAG	Illerkay
STAT_MODIFIER_LIVELY_TAG	Ivelylay
STAT_MODIFIER_MAGICAL_TAG	Agicalmay
STAT_MODIFIER_MANAFONT_TAG	Anafontmay
STAT_MODIFIER_MOLTEN_TAG	Oltenmay
STAT_MODIFIER_PRECISE_TAG	Ecisepray
STAT_MODIFIER_TIDAL_TAG	Idaltay
RACE_IMP_NAME	Impyay
RACE_IMP_DESCRIPTION	Orsakenfay emonsday owhay omecay omfray anyay aquaticyay ealmray angledtay ithway ellishhay achinerymay. Byyay eirthay ownyay illway, ethay Impsyay ereway otnay ableyay otay inkthay oryay actyay orfay emselvesthay, ollowingfay ordersyay omfray ethay occultyay owhay oftenyay ummonedsay emthay.
RACE_IMP_MISC	Ornshay
RACE_POON_NAME	Oonpay
RACE_POON_DESCRIPTION	Anyay ancientyay utbay ivingthray aceray ofyay adsdryay owhay areyay actfultay andyay unningcay. Oonspay avehay adaptedyay eyondbay eingbay eypray omfray ethay Eepday Orestfay, ableyay otay aketay onyay anyyay oefay atthay andsstay againstyay emthay.
RACE_POON_MISC	Antlersyay
RACE_KUBOLD_NAME	Uboldkay
RACE_KUBOLD_DESCRIPTION	Eptillianray ermitshay owhay areyay aturallynay adeptyay inyay ethay useyay ofyay agicmay. Ethay Ubold'skay omelandhay esidesray ithinway ayay istantday aridyay esertday, ealedsay byyay arcaneyay energiesyay.
RACE_KUBOLD_MISC	Ornshay
RACE_BYRDLE_NAME	Ebyrdlay
RACE_BYRDLE_DESCRIPTION	Elegantyay andyay exteriousday avellerstray, andyay ikelylay otay ebay aterialisticmay. Onceyay aturedmay, Esbyrdlay areyay ornsway otay eavelay eirthay ockflay omfray eirthay ingdomkay otay indfay eirthay eternalyay estinyday.
RACE_BYRDLE_MISC	Eakbay
RACE_CHANG_NAME	Angchay
RACE_CHANG_DESCRIPTION	Ompactcay, etyay urdystay. Alwaysyay eageryay orfay adventureyay eyondbay eirthay opescay. Angschay omecay omfray ayay eriouslymystay advancedyay ivilizationcay, utbay ereway oftenyay outcastsyay andyay eensay asyay oublemakerstray.
RACE_CHANG_MISC	Iskerswhay
COMBAT_ELEMENT_AIR_NAME	Airyay
COMBAT_ELEMENT_EARTH_NAME	Earthyay
COMBAT_ELEMENT_FIRE_NAME	Irefay
COMBAT_ELEMENT_HOLY_NAME	Olyhay
COMBAT_ELEMENT_NORMAL_NAME	Ormalnay
